1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
2,7
2,8
2,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
2,22
2,23
2,25
2,26
2,27
2,28
2,29
2,30
2,31
2,32
2,33
2,34
4,7
4,8
4,9
4,10
4,11
4,12
4,13
4,14
4,15
4,16
4,17
4,18
4,19
4,20
4,21
4,22
4,23
4,25
4,26
4,27
4,28
4,29
4,30
4,31
4,32
4,33
4,34
5,13
5,14
5,15
5,16
5,18
5,19
5,20
5,21
5,22
5,25
5,26
5,27
5,28
5,29
5,30
5,31
5,32
5,33
5,34
6,12
6,13
6,22
7,7
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,17
7,18
7,19
7,20
7,22
7,23
7,24
7,25
7,33
8,12
8,13
8,14
8,15
8,16
8,17
8,18
8,19
8,20
8,21
8,22
8,25
8,26
8,27
8,28
8,29
8,30
8,31
8,32
8,33
8,34
9,12
9,13
9,14
9,15
9,16
9,17
9,18
9,19
9,22
9,27
9,28
9,29
9,30
9,31
9,32
9,33
9,34
10,7
10,8
10,9
10,10
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
10,19
10,22
10,23
10,26
12,7
12,8
12,9
12,10
12,11
12,12
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,21
12,22
12,23
12,25
12,26
12,27
12,28
12,29
12,30
12,31
12,32
12,33
12,34
13,8
13,11
13,12
13,13
13,14
13,15
13,16
13,18
13,19
13,20
13,21
13,22
13,24
13,25
13,26
13,27
13,28
13,29
13,30
13,31
13,32
13,33
13,34
14,11
14,12
14,13
14,14
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,24
14,25
14,26
14,27
14,28
14,29
14,30
14,31
14,32
14,33
14,34
15,7
15,8
15,11
15,12
15,13
15,14
15,15
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,24
15,25
15,26
15,27
15,28
15,29
15,30
15,31
15,32
15,33
15,34
16,7
16,8
16,11
16,12
16,13
16,14
16,15
16,16
16,17
16,18
16,19
16,22
16,25
16,26
16,27
16,28
16,29
16,30
16,31
16,32
16,33
16,34
17,7
17,8
17,9
17,10
17,11
17,12
17,13
17,14
17,15
17,16
17,17
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,25
17,26
17,27
17,28
17,29
17,30
17,31
17,32
17,33
17,34
18,7
18,8
18,9
18,10
18,11
18,12
18,13
18,14
18,15
18,16
18,17
18,18
18,19
18,20
18,21
18,22
18,23
18,24
18,25
18,26
18,27
18,28
18,29
18,30
18,31
18,32
18,33
18,34
21,7
21,8
21,9
21,10
21,11
21,21
21,22
21,23
22,7
22,8
22,9
22,10
22,11
22,12
22,13
22,14
22,15
22,16
22,17
22,18
22,19
22,22
22,23
23,7
23,8
23,9
23,10
23,11
23,12
23,13
23,14
23,15
23,16
23,17
23,18
23,19
23,20
23,23
23,26
24,12
24,13
24,14
24,15
24,16
24,17
24,18
24,19
24,22
24,27
24,28
24,29
24,30
24,31
24,32
24,33
24,34
25,12
25,13
25,14
25,15
25,16
25,17
25,18
25,19
26,7
26,8
26,9
26,10
26,11
26,16
26,23
27,10
27,11
27,12
27,13
27,14
27,15
27,16
27,17
27,18
27,19
27,20
27,21
27,22
27,24
27,25
27,26
27,27
27,28
27,29
27,30
27,31
27,32
27,33
27,34
28,18
28,19
28,25
28,26
28,32
28,33
29,27
29,28
29,29
29,30
29,31
29,32
29,33
29,34
30,7
30,8
30,9
30,10
30,11
30,23
31,7
31,8
31,10
31,12
31,13
31,14
31,15
31,16
31,17
31,18
31,19
31,20
31,21
31,22
31,24
31,25
31,26
31,27
31,28
31,29
31,30
31,31
31,32
31,33
31,34
33,7
33,8
33,9
33,10
33,11
33,13
33,14
33,15
33,16
33,18
33,19
33,20
33,21
33,23
33,24
33,25
33,27
33,28
33,29
33,30
33,31
33,32
33,33
33,34
34,25
34,26
35,27
35,28
35,29
35,30
35,31
35,32
35,33
35,34
36,11
36,12
36,13
36,14
36,15
36,16
36,17
36,18
36,19
36,21
36,24
36,26
36,27
36,28
36,29
36,30
36,31
36,32
36,33
36,34
